Название;Код товара;Цена;Напряжение аккумулятора;Max крутящий момент;Max диаметр сверления (металл);Max диаметр сверления (дерево);Вес;Емкость аккумулятора;Режимы работы;Тип двигателя;Класс товара;Число оборотов на холостом ходу (первая скорость) (max);Число оборотов на холостом ходу (вторая скорость) (max);Число оборотов на холостом ходу (первая скорость) (min);Число оборотов на холостом ходу (вторая скорость) (min);Размер зажимаемой оснастки (min)
Дрель-шуруповерт аккумуляторная OASIS ASU 12V Pro [4640130907778];214049;7654.0;12.0;40.0;16;20;;2.0;;;;350;1300;350;1300;
Отвертка аккумуляторная OASIS AT-36K Pro [4640130910273];214074;1780.0;3.6;3.5;;;;1.3;;синхронный;;;;;;
Дрель-шуруповерт аккумуляторная DEKO DKCD20FU-Li со съемным патроном, 1x1.5ач [063-4176];217120;3078.0;20.0;42.0;10;28;1.36;1.5;Сверление;щеточный;бытовой;350;1350;350;1350;0.8
Дрель-шуруповерт аккумуляторная DEKO GCD12DU3 SET6 в кейсе + оснастка 13 шт, 12в, 2х3.0ач [063-4007];217121;4880.0;12.0;32.0;10;25;1.9;3.0;Сверление;щеточный;бытовой;400;1500;400;1500;0.8
Дрель-шуруповерт аккумуляторная ZITREK Green 12-Li-ion Max [063-4043];217124;2890.0;12.0;26.0;6;16;2.1;1.5;Сверление;щеточный;бытовой;300;1300;300;1300;1.0
Дрель-шуруповерт аккумуляторная ZITREK Green 12-Li-ion Plus [063-4042];217125;3270.0;12.0;26.0;6;16;1.6;1.5;Сверление;щеточный;бытовой;300;1300;300;1300;1.0
Дрель-шуруповерт аккумуляторная ZITREK Green 16.8-Li-ion [063-4040];217126;2475.0;16.8;28.0;8;18;1.8;1.5;Сверление;щеточный;бытовой;350;1350;350;1350;1.0
Дрель-шуруповерт аккумуляторная DEKO Sharker 20V 2*2.0Ah бесщеточная [063-4036];217127;9950.0;20.0;42.0;10;25;2.35;2.0;Сверление;бесщеточный;бытовой;450;1700;450;1700;0.8
Дрель-шуруповерт аккумуляторная ZITREK Green Impact 21V ударная [063-4044];217131;3338.0;21.0;32.0;10;20;2.3;2.0;Сверление;щеточный;бытовой;350;1350;350;1350;1.0
Отвертка аккумуляторная DEKO DKS4-Li + набор бит 20 шт. [065-0660];217143;2417.4;3.6;1.5;;;0.27;2.0;;щеточный;;;;;;
Дрель-шуруповерт аккумуляторная MAKITA DDF 486 RT [DDF486RT];217973;32120.0;18.0;130.0;13;76;2.3;5.0;Сверление/заворачивание;бесщеточный;профессиональный;550;2100;550;2100;1.3
Дрель-шуруповерт аккумуляторная MAKITA DF 347 DWEX9 [DF347DWEX9];229091;10890.0;14.4;30.0;10;25;1.4;1.5;Сверление/заворачивание;щеточный;;400;1400;;1400;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-13B/1 ударная;226478;10755.0;20.0;75.0;10;25;1.5;2.0;;бесщеточный;;450;1850;450;1850;1.5
Дрель-шуруповерт аккумуляторная P.I.T. PSR14.4-D1 стандарт;226479;3319.0;14.4;26.0;10;25;2.3;1.5;;щеточный;;350;1350;350;1350;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D1 стандарт;226480;4665.0;18.0;30.0;10;25;2.3;1.5;;щеточный;;350;1350;350;1350;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D1F;226481;3859.0;18.0;30.0;10;20;2.4;1.5;;щеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D3;226482;5435.0;20.0;30.0;10;;2.36;1.5;;щеточный;;350;1350;350;1350;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D3 Promo;226483;3600.0;20.0;30.0;10;;2.2;1.5;;щеточный;;350;1350;350;1350;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D4 бесщеточная;226484;8270.0;20.0;40.0;10;;2.36;1.5;;бесщеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR20-C мастер;226485;4459.0;20.0;32.0;10;;2.44;1.5;;щеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR24-D1 стандарт;226486;5110.0;24.0;40.0;10;25;2.5;1.5;;щеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR12-D стандарт;226497;2549.0;12.0;20.0;10;;1.59;1.5;;щеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSR20-C2 мастер;226499;7135.0;18.0;60.0;10;25;2.3;2.0;;щеточный;;450;1450;450;1450;1.5
Дрель-шуруповерт аккумуляторная P.I.T. PSR24-C мастер;226505;4719.0;24.0;40.0;10;25;2.5;1.5;;щеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PBM20H-10A/1;226522;6570.0;20.0;28.0;10;25;1.29;2.0;;щеточный;;450;1450;450;1450;
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-10B/1 ударная;226523;9035.0;20.0;38.0;10;25;1.3;2.0;;бесщеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-13A/1 ударная;226524;8025.0;20.0;48.0;10;25;3.2;2.0;;щеточный;;450;1450;450;1450;1.5
Дрель-шуруповерт аккумуляторная P.I.T. PBM20H-10A solo без АКБ и ЗУ;226559;2825.0;20.0;28.0;10;25;1.29;;;щеточный;;450;1450;450;1450;
Дрель-шуруповерт аккумуляторная P.I.T. PSR18-D4 Promo бесщеточная;226560;5880.0;20.0;40.0;10;;;1.5;;бесщеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-13A ударная solo без АКБ и ЗУ;226564;4270.0;20.0;48.0;10;25;1.1;;;щеточный;;450;1450;450;1450;1.5
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-10B ударная бесщеточная solo без АКБ и ЗУ;226565;4905.0;20.0;38.0;10;25;1.3;;;бесщеточный;;450;1450;450;1450;0.8
Дрель-шуруповерт аккумуляторная P.I.T. PSB20H-13B ударная бесщеточная solo без АКБ и ЗУ;226566;6960.0;20.0;75.0;10;25;1.5;;;бесщеточный;;450;1850;450;1850;1.5
Отвертка аккумуляторная P.I.T. PD03P3.6-006;226639;1900.0;3.6;3.5;;;;1.3;;щеточный;;;;;;
Отвертка аккумуляторная P.I.T. PES3.6P-24A;226640;2925.0;3.6;2.0;;;;1.3;;;;;;;;
Дрель-шуруповерт аккумуляторная INGCO CDLI20012;229878;4990.0;20.0;45.0;10;24;1.4;1.5;;щеточный;;;1350;;;2.0
Дрель-шуруповерт аккумуляторная DeWALT DCZ 791 P1 бесщеточная [DCZ791P1-QW];233227;21890.0;18.0;70.0;13;40;1.9;5.0;Сверление/заворачивание;бесщеточный;профессиональный;550;2000;550;2000;1.5
Дрель-шуруповерт аккумуляторная DeWALT DCD 796 E1T ударная, без ЗУ [DCD796E1T-XJ];233273;29990.0;18.0;70.0;13;40;1.9;;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;550;2000;550;2000;1.5
Дрель-шуруповерт аккумуляторная DeWALT DCZ 796 M1 ударная, без ЗУ [DCZ796M1-XJ];233316;18490.0;18.0;70.0;13;40;2.0;4.0;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;550;2000;550;2000;1.5
Дрель-шуруповерт аккумуляторная DeWALT DCF 850 E2T ударный, бесщеточный [DCF850E2T-QW];233318;41900.0;18.0;206.0;;;0.95;1.7;;бесщеточный;профессиональный;3250;;3250;;
Дрель-шуруповерт аккумуляторная MAKITA DTD172RTJ ударная;235204;44990.0;18.0;140.0;;;1.4;;Сверление/сверлениесударом;бесщеточный;профессиональный;;;;;
Шуруповерт аккумуляторный MAKITA TD112DMZ CXT 12В BL ударный, бесщет., без АКБ и З/У;232743;12790.0;40.0;135.0;;;1.0;;;;;;;;;
Дрель-шуруповерт аккумуляторная MAKITA DF 333 DYX14 [DF333DYX14];239300;12178.0;12.0;30.0;10;21;1.1;1.5;Сверление;щеточный;профессиональный;450;1700;450;1700;1.5
Дрель-шуруповерт аккумуляторная ZITREK Green Impact 18V 2x4.0 Ah ударная [063-4045];235261;9320.0;18.0;80.0;13;38;3.6;4.0;Сверление;бесщеточный;бытовой;750;1500;750;1500;1.5
Дрель-шуруповерт аккумуляторная FERM CDM1141P;240348;11990.0;20.0;50.0;13;35;2.0;2.0;;;;;;;;
Дрель-шуруповерт аккумуляторная СОЮЗ ДШС-12-1Л бесщеточная;207010;5990.0;12.0;45.0;;;2.0;2.0;;бесщеточный;;;;;;
Дрель-шуруповерт аккумуляторная СОЮЗ ДШС-12П1 бесщеточная;207011;4650.0;12.0;45.0;;;1.5;2.0;;бесщеточный;;;;;;
Дрель-шуруповерт аккумуляторная СОЮЗ ДШС-14-1Л бесщеточная;207012;6890.0;14.4;50.0;;;;2.0;;бесщеточный;;;;;;
Дрель-шуруповерт аккумуляторная СОЮЗ ДШС-18К;207014;6750.0;18.0;29.0;;;2.26;2.0;;щеточный;;;;;;
Дрель-шуруповерт аккумуляторная СОЮЗ ДШС-20КУ ударная;207015;7750.0;20.0;31.0;10;20;2.26;2.0;;щеточный;;;;;;0.8
Дрель-шуруповерт аккумуляторная EUROLUX ДА-18/2Li [72/14/40];238410;4108.0;18.0;35.0;12;30;1.3;1.5;Сверление/заворачивание;щеточный;;;;;;0.8
Дрель-шуруповерт аккумуляторная КРАТОН CSL-3K-H [3 11 01 049];226966;2440.0;3.6;3.2;;;0.4;1.3;;;;;;;;
Дрель-шуруповерт аккумуляторная MAKITA DDF486RTJ;243198;44990.0;18.0;130.0;13;76;2.3;5.0;Сверление/заворачивание;бесщеточный;профессиональный;550;2100;550;2100;1.3
Дрель-шуруповерт аккумуляторная MAKITA DHP486RTJ;243200;47990.0;18.0;130.0;13;76;2.3;5.0;Сверление/заворачивание;бесщеточный;профессиональный;;;550;2100;1.3
Дрель-шуруповерт аккумуляторная Победа ДА-14/2 Ли кейс [180201635];236792;4290.0;14.4;35.0;;;1.9;2.2;;щеточный;бытовой;;;400;1490;
Дрель-шуруповерт аккумуляторная Победа ДА-20/2 Ли кейс [180201638];236794;4590.0;20.0;38.0;;;2.1;2.2;;щеточный;бытовой;;;400;1200;
Дрель-шуруповерт аккумуляторная Победа ДА-24/2 Ли кейс [180201646];236795;4990.0;24.0;45.0;;;2.5;2.2;;щеточный;бытовой;;;400;1490;
Дрель-шуруповерт аккумуляторная DEKO DKCD20 Impact SET 3 2.0Ahx2 63 tools + набор инструмента [063-4415];235265;6687.0;20.0;45.0;10;25;2.45;2000.0;;щеточный;;;;;;
Дрель-шуруповерт аккумуляторная INGCO CIRLI2002 Li-Ion ударная;254739;9990.0;20.0;170.0;;;3.0;2.0;;;;;;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12/2CS 2x1.5Ah Li-ion, 26Hм в кейсе [101-116];254201;3890.0;12.0;26.0;8;25;0.9;1.5;;;;350;1400;;;
Дрель-шуруповерт аккумуляторная Hammer ACD122QC 2x2Ah Li-ion, 28Hм [216-020];254202;4690.0;12.0;28.0;8;25;0.94;2.0;;;;350;1400;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12A 2x1.5Ah Li-ion, 23Hм в кейсе [101-125];254203;3890.0;12.0;23.0;8;16;0.94;1.5;;;;350;1300;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12BS 2x2Ah, 32Hм в кейсе [101-123];254204;4790.0;12.0;32.0;8;16;2.05;2.0;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12CS 2x1.5Ah Li-ion, 26Hм [101-117];254205;2990.0;12.0;26.0;8;25;0.9;1.5;;;;350;1400;;;
Дрель-шуруповерт аккумуляторная Hammer ACD14BS 2x2Ah, 38Hм в кейсе [101-124];254206;5290.0;14.0;38.0;8;20;2.26;2.0;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD18A 2x1.5Ah, 35Hм в кейсе [101-126];254207;5890.0;18.0;35.0;10;22;2.29;1.5;;;;350;1250;;;
Дрель-шуруповерт аккумуляторная Hammer ACD18BS 2x2Ah, 45Hм в кейсе [101-122];254208;5890.0;18.0;45.0;10;22;2.375;2.0;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12BL бесщ. 2x2Ah, 40Hм в кейсе [216-024];254209;5490.0;12.0;40.0;8;25;2.0;2.0;;;;400;1400;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12BLC бесщ. 2x2Ah Li-ion, 32Hм в кейсе [216-028];254210;5490.0;12.0;32.0;8;25;2.0;2.0;;;;400;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD18BL бесщ. 2x2Ah Li-ion, 50Hм в кейсе [216-025];254211;6990.0;18.0;50.0;8;25;2.0;2.0;;;;400;1500;;;
Дрель-шуруповерт аккумуляторная Hammer ACD18BLC бесщ. 2x2Ah Li-ion, 45Hм в кейсе [216-029];254212;6990.0;18.0;45.0;8;25;2.0;2.0;;;;400;1400;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12/2С 2x1.5Ah Li-ion, 26Hм, кейс [216-022];254213;3690.0;12.0;26.0;8;25;2.0;1.5;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD12C 1x1.5Ah Li-ion, 26Hм [216-021];254214;2990.0;12.0;26.0;8;25;1.75;1.5;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная Hammer ACD16CH 2x2Ah Li-ion 30Hм, кейс [216-023];254215;3890.0;16.0;30.0;8;25;2.0;2.0;;;;350;1350;;;
Дрель-шуруповерт аккумуляторная NORDBERG NE103K [ЦБ-00016879];223973;6851.0;12.0;30.0;;;1.8;2.0;Сверление;щеточный;бытовой;400;1250;;;
Дрель-шуруповерт аккумуляторная NORDBERG NE108K+NE9004 [ЦБ-0010827];224345;18968.0;20.0;80.0;;;4.3;2.0;Сверление;щеточный;бытовой;450;1600;;;
Дрель-шуруповерт аккумуляторная DENZEL CDL-IB-18-02 [26113];210556;11410.0;18.0;40.0;13;25;3.2;1.5;Сверление/заворачивание;щеточный;;;;;;2.0
Дрель-шуруповерт аккумуляторная DENZEL CDL-12CB, Li-Ion [26102];242267;4650.0;12.0;21.0;10;16;1.3;1.5;Сверление/заворачивание/сверлениесударом;щеточный;;;;;;0.8
Дрель-шуруповерт аккумуляторная DENZEL CDL-12-01CB, Li-Ion [26104];242268;5290.0;12.0;20.0;10;16;0.891;2.0;Сверление/заворачивание;щеточный;;;;;;0.8
Дрель-шуруповерт аккумуляторная STURM CD18L;240534;7050.0;18.0;27.0;;;1.3;1.5;;щеточный;;450;1550;;;
Дрель-шуруповерт аккумуляторная EINHELL 4259980 TE-DY 18 Li-Solo;258627;7199.0;18.0;;;;0.98;;;;;;;;;
